tower_id,lat,lng,tower_type,height_m,tower_cat,tenants
RUR0136,30.87127,70.9813,Self-Supported Tower,46.0,GBT,0.0
HWY4671,30.96597,71.06525,Self-Supported Tower,46.0,GBT,0.0
RUR9001,30.38654,70.96863,Self-Supported Tower,60.0,GBT,0.0
RUR3815,29.89509,72.02509,Self-Supported Tower,46.0,GBT,0.0
JHN7768,30.05453,71.84348,Self-Supported Tower,46.0,GBT,0.0
MUL3388,30.1717,71.4422,Self-Supported Tower,30.0,GBT,0.0
RUR1364,29.34349,70.94059,Self-Supported Tower,46.0,GBT,0.0
RUR4960,29.3266,71.56704,Self-Supported Tower,46.0,GBT,0.0
BSP3553,30.5794,73.8311,Self-Supported Tower,37.0,GBT,0.0
LHR9214,31.35370071,74.20589296,Pole,6.0,OHWT,0.0
HWY4330,30.4635,72.44109,Self-Supported Tower,46.0,GBT,1.0
LHR1248,31.6448,74.46344,Self-Supported Tower,50.0,GBT,0.0
RWD6924,31.25551112,74.21758056,Self-Supported Tower,25.0,GBT,0.0
RWD9935,31.24716112,74.21166112,Self-Supported Tower,37.0,GBT,0.0
RWD3860,31.2482,74.2154,Self-Supported Tower,25.0,GBT,0.0
LHR3488,31.45291667,74.20933333,Self-Supported Tower,37.0,GBT,0.0
HWY5956,31.69805,74.03329,Self-Supported Tower,40.0,GBT,0.0
SHD9825,31.65976,74.2806,Self-Supported Tower,37.0,GBT,0.0
LHR3235,31.55331,74.26481,Self-Supported Tower,37.0,GBT,0.0
LHR3864,31.44216,74.23424,Self-Supported Tower,35.0,GBT,0.0
LHR6936,31.60428,74.35534,Self-Supported Tower,25.0,GBT,0.0
TOB4033,30.96815,72.47233,Self-Supported Tower,22.5,GBT,0.0
HWY3755,32.77286111,71.95988889,Angular Stub Tower,60.0,GBT,0.0
RUR4786,32.4563,71.4928,Self-Supported Tower,37.0,GBT,1.0
HWY4429,32.50572222,72.44205556,Self-Supported Tower,46.0,GBT,0.0
JRD0135,32.28356,72.30227,Self-Supported Tower,46.0,GBT,0.0
RUR2989,32.635261,72.458289,Self-Supported Tower,46.0,GBT,0.0
RUR3374,30.8784,72.53358,Self-Supported Tower,46.0,GBT,0.0
SKK4727,31.86472222,73.50686111,Self-Supported Tower,46.0,GBT,0.0
RUR2244,30.21904,71.59816,Self-Supported Tower,46.0,GBT,1.0
RUR0307,30.11954,71.52961,Self-Supported Tower,46.0,GBT,0.0
HWY0098,29.51408,71.63342,Self-Supported Tower,46.0,GBT,0.0
RUR0201,29.36157,71.65292,Self-Supported Tower,46.0,GBT,0.0
PCL8331,28.84779,70.76332,Self-Supported Tower,37.0,GBT,1.0
KNL7444,30.27299,71.91719,Self-Supported Tower,37.0,GBT,0.0
KBR8393,30.40851,71.85729,Self-Supported Tower,46.0,GBT,0.0
GAC8343,29.01083,70.73136,Self-Supported Tower,46.0,GBT,0.0
RUR4959,29.09380556,70.90363889,Self-Supported Tower,46.0,GBT,2.0
RUR1406,28.96893,70.84308,Self-Supported Tower,46.0,GBT,0.0
MKH4860,31.185,71.2135,Self-Supported Tower,46.0,GBT,0.0
HWY7241,29.35096,71.61005,Self-Supported Tower,46.0,GBT,0.0
MUL8910,30.1729,71.40201,Self-Supported Tower,30.0,GBT,0.0
MGH3913,30.06687,71.2006,Self-Supported Tower,27.5,GBT,0.0
JLJ8615,29.72052778,72.1325,Monopole,30.0,GBT,0.0
HWY3748,30.0445,72.0577,Self-Supported Tower,46.0,GBT,0.0
MUL7792,30.20094,71.53715,Self-Supported Tower,30.0,GBT,0.0
KUN8391,29.28008,70.78184,Self-Supported Tower,46.0,GBT,0.0
RUR7620,30.06377,70.69876,Self-Supported Tower,60.0,GBT,0.0
RUR4086,29.765667,71.067167,Self-Supported Tower,30.0,GBT,0.0
MUL7219,30.16653,71.52151,Self-Supported Tower,40.0,GBT,0.0
MUL7663,30.20057,71.52301,Self-Supported Tower,25.0,GBT,0.0
HWY0299,30.34773,72.06112,Self-Supported Tower,60.0,GBT,0.0
KSB4797,28.21430556,69.889444,Self-Supported Tower,37.0,GBT,0.0
DGK0063,30.12065,70.66575,Self-Supported Tower,50.0,GBT,1.0
SIN7828,30.3225,70.97447,Self-Supported Tower,35.0,GBT,0.0
UCH4771,29.23617,71.04175,Self-Supported Tower,60.0,GBT,0.0
UCH3544,29.24107,71.06107,Self-Supported Tower,46.0,GBT,0.0
RUR3957,28.811103,70.521778,Self-Supported Tower,37.0,GBT,0.0
RUR1368,28.75138,70.56277,Self-Supported Tower,60.0,GBT,0.0
KTS0012,30.863,70.93937,Self-Supported Tower,60.0,GBT,1.0
MUL1666,30.15495,71.50058,Self-Supported Tower,30.0,GBT,0.0
ADW0034,29.45987,71.64209,Self-Supported Tower,60.0,GBT,0.0
KCT7392,29.88972,70.65173,Self-Supported Tower,46.0,GBT,0.0
KCT8651,29.86813,70.56979,Self-Supported Tower,60.0,GBT,0.0
DGK0108,30.02411,70.62337,Self-Supported Tower,60.0,GBT,2.0
KAM5910,30.73207,72.6462,Self-Supported Tower,35.0,GBT,0.0
MSG4393,30.15694444,73.73827778,Self-Supported Tower,46.0,GBT,0.0
DPL3327,30.6694,73.6595,Self-Supported Tower,46.0,GBT,0.0
OKR5994,30.80581,73.43358,Self-Supported Tower,30.0,GBT,1.0
KAM5912,30.7269,72.64529,Self-Supported Tower,35.0,GBT,0.0
MCH3956,30.4345,72.33984,Self-Supported Tower,25.0,GBT,0.0
KAM5909,30.7233,72.63974,Self-Supported Tower,35.0,GBT,0.0
SDK8856,31.90252778,74.22713889,Self-Supported Tower,46.0,GBT,0.0
KMK5925,31.96632,74.23531,Self-Supported Tower,35.0,GBT,0.0
SKT3357,32.4854,74.5421,Self-Supported Tower,25.0,GBT,0.0
RUR2762,32.4902,74.32898056,Self-Supported Tower,46.0,GBT,0.0
SKT3763,32.47439,74.50378,Self-Supported Tower,46.0,GBT,0.0
RUR6131,32.61828,74.54109,Self-Supported Tower,60.0,GBT,0.0
RUR5145,32.37675,74.6152,Self-Supported Tower,60.0,GBT,0.0
KHJ6979,32.45013,73.9311,Self-Supported Tower,46.0,GBT,0.0
GJR3437,32.57938,74.01932,Self-Supported Tower,30.0,GBT,0.0
GJR3403,32.56502778,74.06355556,Self-Supported Tower,25.0,GBT,0.0
QDS9645,32.1392,74.01417,Self-Supported Tower,37.0,GBT,1.0
HWY3271,32.15365,74.5611,Self-Supported Tower,46.0,GBT,1.0
QSG1616,32.22821,74.75476,Self-Supported Tower,60.0,GBT,0.0
RUR9984,32.27708,74.8934,Self-Supported Tower,60.0,GBT,0.0
RUR1575,32.78516,73.85275,Self-Supported Tower,37.0,GBT,0.0
RUR6240,32.74892,74.07161,Self-Supported Tower,60.0,GBT,1.0
RUR6235,32.72158,74.02336,Self-Supported Tower,40.0,GBT,0.0
SKT3094,32.5193,74.5082,Self-Supported Tower,25.0,GBT,0.0
HWY4758,31.35802,74.37255,Self-Supported Tower,45.0,GBT,0.0
LHR0828,31.40893,74.2733,Self-Supported Tower,46.0,GBT,0.0
HWY5923,31.69397,74.26751,Self-Supported Tower,60.0,GBT,0.0
LHR8217,31.457,74.20497,Self-Supported Tower,30.0,GBT,0.0
SHD0823,31.6374,74.2853,Self-Supported Tower,25.0,GBT,0.0
LHR9869,31.44402,74.36152,MONOPOLE,30.0,GBT,0.0
HWY8894,30.64003,73.71452,Self-Supported Tower,60.0,GBT,1.0
SUJ0105,29.87198,71.31354,Self-Supported Tower,46.0,GBT,0.0
RUR9498,32.103,73.86307,Self-Supported Tower,60.0,GBT,0.0
KAM5907,30.7231,72.65494,Self-Supported Tower,35.0,GBT,0.0
RUR3173,32.36815,74.99282,Self-Supported Tower,46.0,GBT,1.0
RLA3639,30.8802,73.5997,Self-Supported Tower,37.0,GBT,0.0
SHW8433,30.63774,73.09588,Self-Supported Tower,37.0,GBT,0.0
SKG4022,32.2649,75.1577,Self-Supported Tower,30.0,GBT,0.0
LRI0913,30.3655,68.5937,Self-Supported Tower,50.0,GBT,0.0
BEL0886,26.227,66.3084,Self-Supported Tower,50.0,GBT,0.0
KHI1225,24.82568,67.04832,Mast,9.0,RT,0.0
KHI6812,24.83148,67.22286,Self-Supported Tower,30.0,GBT,0.0
HUB6499,25.04645,66.85905,Self-Supported Tower,46.0,GBT,0.0
HUB0637,25.0266,66.8777,Self-Supported Tower,30.0,GBT,0.0
DMJ6523,28.54097,68.21958,Self-Supported Tower,46.0,GBT,0.0
DMJ6293,28.53412,68.22895,Self-Supported Tower,46.0,GBT,0.0
DMJ6562,28.55037,68.21568,Self-Supported Tower,46.0,GBT,0.0
LHR1489,31.40487,74.22964,Self-Supported Tower,30.0,GBT,0.0
LHR4743,31.4298,74.3757,Self-Supported Tower,30.0,GBT,0.0
LHR9171,31.42212,74.28286,Pole,5.0,OHWT,0.0
RUR0837,31.28853,74.1857,Self-Supported Tower,37.0,GBT,0.0
JHG8415,31.30432,72.32453,Self-Supported Tower,30.0,GBT,0.0
CHN4046,31.70647,72.97097,Self-Supported Tower,30.0,GBT,0.0
MUL0714,30.1987,71.4917,Self-Supported Tower,37.0,GBT,0.0
MUL2711,30.16546,71.46644,Self-Supported Tower,35.0,GBT,0.0
DGK3395,30.06659,70.64668,Self-Supported Tower,61.0,GBT,0.0
KPR7483,28.63874,70.64306,Self-Supported Tower,37.0,GBT,0.0
GJR6266,32.56618,74.05524,Self-Supported Tower,30.0,GBT,0.0
SKG4023,32.26594444,75.17072222,Self-Supported Tower,46.0,GBT,0.0
GUJ9515,32.24809,74.16003,Self-Supported Tower,40.0,GBT,0.0
RUR8824,32.1549,74.11571945,Self-Supported Tower,37.0,GBT,0.0
GUJ3887,32.0966,74.1973,Self-Supported Tower,30.0,GBT,0.0
RWP0473,33.57035,73.19985,Self-Supported Tower,15.0,GBT,0.0
RWP2236,33.61956112,72.99168889,Monopole,30.0,GBT,0.0
KHI5560,24.82255,66.99763,Mast,9.0,RT,0.0
KHI5980,24.82096,67.00663,Self-Supported Tower,30.0,GBT,0.0
KHI6102,24.86914,67.03773,Mast,9.0,RT,0.0
KHI5151,24.94723,67.13312,Self-Supported Tower,15.0,RT,0.0
KHI6334,25.00559,67.13906,Self-Supported Tower,37.0,GBT,0.0
KHI6404,24.9881,67.03952,Self-Supported Tower,46.0,GBT,0.0
KHI9905,24.9563,67.0346,Self-Supported Tower,50.0,GBT,0.0
HGW0817,28.45275,68.03678,Self-Supported Tower,46.0,GBT,0.0
GKI5765,28.01088,69.31852,Self-Supported Tower,25.0,GBT,0.0
RWP1832,33.6179,73.03053056,Monopole,25.0,GBT,0.0
RWP1746,33.56161112,73.13378056,Self-Supported Tower,30.0,GBT,0.0
RWP1267,33.54876,73.13015,Monopole,30.0,GBT,0.0
ISB4403,33.7402,73.0752,Self-Supported Tower,30.0,GBT,0.0
ISB0103,33.68194,72.98915,Self-Supported Tower,25.0,RT,0.0
ISB3631,33.70963,73.09074,Angular Stub Tower,25.0,GBT,0.0
RWP0874,33.58205,73.04411,Angular Stub Tower,25.0,RT,0.0
GJK0837,33.24316,73.31997,Self-Supported Tower,35.0,GBT,0.0
RWP5361,33.48632,73.08718,Pole,6.0,OHWT,0.0
RWP1898,33.53222,73.06263,Self-Supported Tower,20.0,GBT,0.0
BTK1352,34.61567,71.97247,Self-Supported Tower,30.0,GBT,0.0
RWP1147,33.52052,73.15493,Self-Supported Tower,37.0,GBT,0.0
HWY0291,33.68717,72.82988,Angular Stub Tower,25.0,RT,0.0
RWP1209,33.49356,73.09305,Self-Supported Tower,46.0,GBT,0.0
DMP1808,33.92387,72.41367,Self-Supported Tower,37.0,GBT,0.0
RWP0869,33.527,73.09183,Pole,3.0,OHWT,0.0
RWP7171,33.5009,73.10605,Angular Stub Tower,15.0,RT,0.0
ISB1149,33.64138,73.03925,Mast,12.0,RT,0.0
KTA2615,33.59051,73.38756,Self-Supported Tower,37.0,GBT,0.0
KHI6583,25.00215,67.11972,Self-Supported Tower,12.0,RT,0.0
KHI9610,24.9686,66.9565,Self-Supported Tower,35.0,GBT,0.0
QTA6026,30.15743,66.98472,Self-Supported Tower,25.0,GBT,0.0
QTA5779,30.21306,66.98703,Self-Supported Tower,20.0,GBT,0.0
QTA1128,30.2088,66.9668,Self-Supported Tower,40.0,GBT,0.0
HYD0827,25.34415,68.36055,Self-Supported Tower,25.0,GBT,0.0
KAK0899,27.5893,67.998,Self-Supported Tower,45.0,GBT,0.0
UKT1214,25.3567,69.7298,Self-Supported Tower,45.0,GBT,0.0
KDK7600,28.24529,69.17657,Self-Supported Tower,46.0,GBT,0.0
RUR0400,33.98795,72.10697,Self-Supported Tower,46.0,GBT,0.0
SDP6284,25.9197,68.61434,Self-Supported Tower,46.0,GBT,0.0
CMN0608,30.928,66.4673,Self-Supported Tower,50.0,GBT,0.0
KCH7400,30.37147,66.94746,Self-Supported Tower,37.0,GBT,0.0
QTA5070,30.2582,66.96176,Self-Supported Tower,30.0,GBT,0.0
QTA1135,30.23607,66.93666,Self-Supported Tower,30.0,GBT,0.0
QTA0325,30.24717,66.96398,Self-Supported Tower,35.0,GBT,0.0
QTA0953,30.2179,67.0432,Self-Supported Tower,30.0,GBT,0.0
KHI0963,25.0781,67.0142,Self-Supported Tower,60.0,GBT,0.0
KHI0640,24.90905556,67.05583333,Self-Supported Tower,12.0,RT,0.0
KHI0453,24.85129778,67.08594889,Self-Supported Tower,15.0,RT,0.0
KHI6513,24.93443,66.96956,Self-Supported Tower,30.0,GBT,0.0
KHI0645,24.93236111,67.01602778,Self-Supported Tower,20.0,RT,0.0
KHI9487,24.9462,67.1013,Self-Supported Tower,15.0,RT,0.0
KHI9569,24.9173,67.0753,Self-Supported Tower,10.0,RT,0.0
SPJ7083,27.12038,67.95694,Self-Supported Tower,46.0,GBT,0.0
NWB6875,26.25224,68.42747,Self-Supported Tower,46.0,GBT,0.0
ADM6833,25.75611,68.66691,Self-Supported Tower,37.0,GBT,0.0
QTA1125,30.1625,67.0144,Self-Supported Tower,30.0,GBT,0.0
HGW6278,30.56309,66.88225,Self-Supported Tower,46.0,GBT,0.0
RWP0412,33.51889,73.09274,Pole,3.0,OHWT,0.0
RWP1831,33.58173,73.05935,Self-Supported Tower,20.0,RT,0.0
RWP1615,33.54373889,73.01566945,Self-Supported Tower,37.0,GBT,0.0
PSH1685,34.03401,71.60246,Self-Supported Tower,20.0,GBT,0.0
RUR1904,33.77812,72.84227,Self-Supported Tower,37.0,GBT,0.0
RWP1076,33.59511,73.02691,Self-Supported Tower,20.0,RT,0.0
NWS0889,34.02071,71.98325,Angular Stub Tower,40.0,GBT,0.0
PSH1264,34.00047,71.60694,Monopole,20.0,GBT,0.0
SAK2828,34.20612,71.79884,Self-Supported Tower,46.0,GBT,1.0
HWY0281,33.98742,72.17176,Self-Supported Tower,35.0,GBT,0.0
TMN5860,25.13145,68.54107,Self-Supported Tower,37.0,GBT,0.0
SEH1147,26.42396,67.85784,Self-Supported Tower,60.0,GBT,0.0
QSA6244,30.69925,68.35701,Self-Supported Tower,46.0,GBT,0.0
JAC5446,28.27379,68.44297,Self-Supported Tower,46.0,GBT,0.0
PSH1277,34.01177,71.51471,Monopole,17.5,GBT,0.0
PSH1442,34.01199,71.50399,Self-Supported Tower,25.0,GBT,0.0
PSH0383,34.0071,71.59212,Self-Supported Tower,46.0,GBT,0.0
KHI9306,24.9003,67.0658,Self-Supported Tower,15.0,RT,0.0
NWB6845,26.23533,68.41728,Self-Supported Tower,30.0,GBT,0.0
QTA0091,30.1881,66.95253,Self-Supported Tower,30.0,GBT,0.0
LAL6527,27.49038,67.91677,Self-Supported Tower,46.0,GBT,0.0
KHI5549,24.84676,67.33835,Self-Supported Tower,46.0,GBT,0.0
KHI9908,24.8493,67.1169,Self-Supported Tower,35.0,GBT,0.0
KHI5011,24.85388889,67.24336111,Self-Supported Tower,20.0,RT,0.0
KHI5407,24.87966667,66.98444444,Self-Supported Tower,12.0,RT,0.0
KHI0798,24.95227,67.14535,Self-Supported Tower,15.0,RT,0.0
KHI7021,24.98592,67.10334,Self-Supported Tower,30.0,GBT,0.0
KHI5270,24.85605556,67.26788889,Self-Supported Tower,20.0,RT,0.0
KHI1061,24.98759,67.18641,Self-Supported Tower,35.0,GBT,0.0
KHI0115,25.01271,67.15044,Self-Supported Tower,35.0,GBT,0.0
KHI7134,25.00371,67.15898,Self-Supported Tower,30.0,GBT,0.0
KHI9583,25.025,67.0716,Self-Supported Tower,35.0,GBT,0.0
KHI6338,24.94493,66.9557,Self-Supported Tower,30.0,GBT,0.0
KHI6387,24.95683,66.93129,Self-Supported Tower,35.0,GBT,0.0
KHI1040,24.93847,66.95582,Self-Supported Tower,30.0,GBT,0.0
QTA6084,30.27638,66.92113,Self-Supported Tower,46.0,GBT,0.0
QTA9108,30.18359,66.96635,Self-Supported Tower,30.0,GBT,0.0
QTA1124,30.158,67.0083,Self-Supported Tower,35.0,GBT,0.0
QTA5774,30.1549,66.99657,Self-Supported Tower,25.0,GBT,0.0
QTA1112,30.1548,67.0147,Self-Supported Tower,30.0,GBT,0.0
RWP0666,33.64434,73.05787,Angular Stub Tower,15.0,RT,0.0
MTM1896,33.23783,72.91224,Self-Supported Tower,46.0,GBT,0.0
PSH1289,33.98683,71.49047,Self-Supported Tower,20.0,GBT,0.0
RUR2003,34.29048,72.15214,Self-Supported Tower,46.0,GBT,0.0
KHI6386,24.97067,67.06073,Mast,9.0,RT,0.0
KHI6622,24.8783,66.9964,Self-Supported Tower,20.0,RT,0.0
KHI0681,24.86361111,67.05013889,Self-Supported Tower,15.0,RT,0.0
KHI2028,24.78859,67.13029,Self-Supported Tower,30.0,GBT,0.0
JAT1197,24.3544,68.2661,Self-Supported Tower,60.0,GBT,0.0
SDP7896,25.92813,68.61963,Self-Supported Tower,46.0,GBT,0.0
HGW7898,25.7535,68.5023,Self-Supported Tower,60.0,GBT,0.0
HGW6302,25.53484,68.43634,Self-Supported Tower,46.0,GBT,0.0
QTA6789,30.09826,66.9866,Self-Supported Tower,46.0,GBT,0.0
QTA5285,30.08697,66.93312,Self-Supported Tower,20.0,GBT,0.0
LKN5995,27.54625,68.20235,Self-Supported Tower,30.0,GBT,0.0
MOK6357,27.75776,68.09432,Self-Supported Tower,46.0,GBT,0.0
MDJ6207,27.75395,68.45662,Self-Supported Tower,46.0,GBT,0.0
HGW7127,26.6421,67.73961,Self-Supported Tower,50.0,GBT,0.0
BRY5848,26.88602778,68.276,Self-Supported Tower,30.0,GBT,0.0
GAM6920,27.35246,68.51524,Self-Supported Tower,37.0,GBT,0.0
HGW8008,27.30116,68.52202,Self-Supported Tower,46.0,GBT,0.0
HGW6180,27.31967,68.64933,Self-Supported Tower,46.0,GBT,0.0
RUR1441,34.07912,71.59726,Self-Supported Tower,37.0,GBT,0.0
RUR3117,34.09944,71.51896,Self-Supported Tower,46.0,GBT,0.0
RUR2679,34.21798,71.74703,Self-Supported Tower,46.0,GBT,0.0
HYD5578,25.3694,68.3668,Self-Supported Tower,15.0,RT,0.0
QTA5798,30.17983,67.00727,Self-Supported Tower,25.0,GBT,0.0
SPT0457,27.540431,69.042201,Self-Supported Tower,90.0,GBT,0.0
ZOB6560,31.33806,69.44906,Self-Supported Tower,46.0,GBT,0.0
MDQS6319,31.34262,69.44944,Self-Supported Tower,45.0,GBT,0.0
TGA1273,25.121,68.8931,Self-Supported Tower,60.0,GBT,0.0
KRM1664,33.53886,70.34564,Self-Supported Tower,46.0,GBT,0.0
ISB0352,33.6572,73.05663,Angular Stub Tower,20.0,RT,0.0
KHB2294,33.92513,71.3596,Self-Supported Tower,46.0,GBT,0.0
RWP5346,33.528322,73.153592,Pole,6.0,OHWT,0.0
DAK0533,33.66522,71.53884,Self-Supported Tower,46.0,GBT,0.0
RUR0308,34.07672,71.45248,Self-Supported Tower,35.0,GBT,0.0
PSH5093,34.04316,71.42834,Pole,3.0,RT,0.0
LHR9215,31.35621622,74.22130044,Pole,6.0,OHWT,0.0
PSH0094,34.01241,71.54341,Self-Supported Tower,35.0,GBT,0.0
OKZ1781,33.73024,70.87059,Self-Supported Tower,46.0,GBT,2.0
RUR2021,33.83119,71.58986,Self-Supported Tower,46.0,GBT,0.0
KHB2295,33.88768,71.39366,Self-Supported Tower,46.0,GBT,1.0
MMD0804,34.19925,71.39768,Self-Supported Tower,46.0,GBT,0.0
RUR0962,34.16172,71.43668,Angular Stub Tower,60.0,GBT,0.0
MTN2035,33.79803,71.56031,Self-Supported Tower,46.0,GBT,0.0
PSH2168,33.97422,71.47836,Self-Supported Tower,30.0,GBT,0.0
MZD1996,34.38007,73.46464,Self-Supported Tower,46.0,GBT,0.0
MZD1874,34.36603,73.46498,Self-Supported Tower,30.0,GBT,0.0
BGH2049,33.9812,73.77557,Self-Supported Tower,37.0,GBT,0.0
RKR2952,33.77253,73.89531,Self-Supported Tower,46.0,GBT,0.0
KTR2441,33.51108,73.98159,Self-Supported Tower,46.0,GBT,0.0
SKU2330,35.28928,75.64845,Angular Stub Tower,45.0,GBT,0.0
SKU2325,35.29772,75.6348,Self-Supported Tower,46.0,GBT,0.0
HNZ2320,36.30745,74.61918,Self-Supported Tower,37.0,GBT,0.0
GLT2317,35.87252,74.44636,Self-Supported Tower,46.0,GBT,0.0
BYN7313,30.71211,71.70381,Self-Supported Tower,46.0,GBT,0.0
KNO7293,30.74544,71.95838,Self-Supported Tower,61.0,GBT,0.0
RUR4919,30.84638,71.83858,Self-Supported Tower,37.0,GBT,0.0
RUR1214,31.38211,72.78649,Self-Supported Tower,46.0,GBT,0.0
SHO4456,30.83598,72.0778,Self-Supported Tower,37.0,GBT,0.0
FSD0174,31.37868,72.91819,Self-Supported Tower,46.0,GBT,0.0
LHR9258,31.37186,74.24562,Pole,6.0,OHWT,0.0
LHR0458,31.3824,74.19923,Self-Supported Tower,37.0,GBT,0.0
RUR1220,31.34363,73.20146,Self-Supported Tower,46.0,GBT,1.0
LHR5516,31.41553,74.23054,Self-Supported Tower,40.0,GBT,0.0
LHR6384,31.3469,74.2549,Pole,6.0,OHWT,0.0
LHR9152,31.35138,74.17209,Pole,6.0,OHWT,0.0
RUR9211,31.31975,74.48195,Self-Supported Tower,46.0,GBT,0.0
HWY1681,31.32153,74.38987,Self-Supported Tower,60.0,GBT,0.0
LHR0827,31.46399,74.46136,Self-Supported Tower,46.0,GBT,0.0
KAU7987,30.48089,70.96529,Self-Supported Tower,46.0,GBT,0.0
HWY0015,30.26646,70.96611,Self-Supported Tower,60.0,GBT,0.0
HWY7221,29.57638,71.0199,Self-Supported Tower,37.0,GBT,0.0
RUR0127,29.68369,71.1001,Self-Supported Tower,46.0,GBT,1.0
RUR4247,29.92225,70.96046,Self-Supported Tower,46.0,GBT,0.0
LYA7834,30.95583,70.93758,Self-Supported Tower,35.0,GBT,0.0
LYA7992,30.97322,70.95906,Self-Supported Tower,46.0,GBT,0.0
GMT3554,33.49845,71.67529,Angular Stub Tower,60.0,GBT,0.0
HNG1134,33.53919,71.06077,Self-Supported Tower,27.5,GBT,0.0
IBZ0904,33.57125,71.11914,Self-Supported Tower,46.0,GBT,0.0
HWY1456,33.45781,70.87753,Self-Supported Tower,46.0,GBT,0.0
HWY3563,33.55378,71.49629,Angular Stub Tower,35.0,GBT,0.0
KHT3718,33.6044,71.46041,Angular Stub Tower,35.0,GBT,0.0
KHT1756,33.592,71.44211,Self-Supported Tower,25.0,GBT,0.0
HWY0842,33.54619,71.51847,Self-Supported Tower,46.0,GBT,0.0
HWY1981,33.50396,71.43094,Self-Supported Tower,46.0,GBT,0.0
MDD2537,34.84866,71.67472,Self-Supported Tower,46.0,GBT,0.0
KTG3723,34.70881,72.02789,Angular Stub Tower,45.0,GBT,0.0
MKI2861,34.7944,71.75667,Self-Supported Tower,46.0,GBT,2.0
KSD3735,34.94352,71.68456,Self-Supported Tower,46.0,GBT,0.0
MVD0653,34.87579,71.67532,Self-Supported Tower,46.0,GBT,0.0
SBD2165,34.96154,71.68689,Self-Supported Tower,46.0,GBT,0.0
KSD1562,34.95091,71.69273,Self-Supported Tower,46.0,GBT,0.0
MVD3940,34.891,71.64435,Self-Supported Tower,46.0,GBT,0.0
MVD3056,34.89904,71.65774,Self-Supported Tower,46.0,GBT,0.0
SBD3304,34.94135,71.5901,Self-Supported Tower,46.0,GBT,0.0
RUR3008,34.86654,71.78187,Self-Supported Tower,46.0,GBT,1.0
RUR0348,35.03724,71.82559,Self-Supported Tower,46.0,GBT,0.0
KMD1040,34.95815,71.82148,Self-Supported Tower,60.0,GBT,0.0
KMD2036,34.95386,71.836804,Self-Supported Tower,46.0,GBT,0.0
TMG0169,34.85888,71.91567,Self-Supported Tower,46.0,GBT,0.0
KLA2512,34.86773,71.95353,Self-Supported Tower,46.0,GBT,0.0
TMG0125,34.81872,71.83942,Self-Supported Tower,46.0,GBT,0.0
KMD4030,34.93035,71.80235,Self-Supported Tower,46.0,GBT,0.0
RUR3714,34.85321,72.04508,Self-Supported Tower,46.0,GBT,0.0
RUR0541,34.93975,71.93752778,Self-Supported Tower,50.0,GBT,0.0
RUR3104,34.89506,72.604,Self-Supported Tower,46.0,GBT,0.0
RUR0659,34.84441,72.57951,Angular Stub Tower,60.0,GBT,1.0
RUR0673,34.7905,72.47057,Angular Stub Tower,35.0,GBT,1.0
RUR3082,34.97403,72.13554,Self-Supported Tower,46.0,GBT,0.0
RUR0538,35.02025,72.08841,Self-Supported Tower,50.0,GBT,0.0
BLB2508,35.10783,71.78431,Self-Supported Tower,35.0,GBT,0.0
BLB2507,35.09061,71.76367,Self-Supported Tower,46.0,GBT,0.0
DRA2064,35.11116,71.99044,Self-Supported Tower,46.0,GBT,0.0
DBL3529,35.41698,72.17928,Angular Stub Tower,60.0,GBT,0.0
DBL3527,35.36297,72.15224,Angular Stub Tower,60.0,GBT,0.0
RUR3422,35.09702,71.92295,Self-Supported Tower,46.0,GBT,0.0
DBL3530,35.34583,71.96606,Angular Stub Tower,60.0,GBT,0.0
DBL3533,35.269046,72.012084,Guy Mast,30.0,GBT,0.0
OHD3100,35.14555,72.02311,Self-Supported Tower,46.0,GBT,0.0
DBL3531,35.31188,72.01556,Angular Stub Tower,60.0,GBT,0.0
DIR3521,35.23016,71.8614,Angular Stub Tower,60.0,GBT,2.0
OHD2513,35.14398,72.04778001,Self-Supported Tower,46.0,GBT,0.0
OHD3296,35.1693,72.15744,Self-Supported Tower,46.0,GBT,1.0
RUR0574,35.02798,72.06878,Self-Supported Tower,46.0,GBT,1.0
DRA2510,35.12817,71.94352,Self-Supported Tower,46.0,GBT,0.0
AKR6615,26.92183,68.42982,Self-Supported Tower,46.0,GBT,0.0
BGI7133,27.54028,68.64718,Self-Supported Tower,46.0,GBT,0.0
BOZ6438,27.20705,68.6651,Self-Supported Tower,46.0,GBT,0.0
HGR6432,27.16624,68.4034,Self-Supported Tower,46.0,GBT,0.0
HGW0216,27.48293,68.57912,Self-Supported Tower,46.0,GBT,0.0
hgw0370,27.41406,68.59432,Self-Supported Tower,46.0,GBT,0.0
CKO5142,27.14781,69.01637,Self-Supported Tower,46.0,GBT,0.0
KDJ6145,27.36136,68.72727,Self-Supported Tower,46.0,GBT,0.0
AGR0810,27.39285,68.38011,Self-Supported Tower,46.0,GBT,0.0
hgw5988,26.98451,68.90427,Self-Supported Tower,46.0,GBT,0.0
HGW6129,27.40405,68.6722,Self-Supported Tower,46.0,GBT,0.0
HGW6182,27.25762,68.58931,Self-Supported Tower,46.0,GBT,0.0
HGW6902,27.34627,68.6413,Self-Supported Tower,46.0,GBT,1.0
HGW6904,27.28002,68.60013,Self-Supported Tower,46.0,GBT,0.0
KPU6271,27.49253,68.75829,Self-Supported Tower,46.0,GBT,0.0
KAD6636,27.46265,68.46161,Self-Supported Tower,46.0,GBT,0.0
