site_id,region,sub_region,city,lat,lng,priority,demographic,grid_type,fiber_pop,ssrf,batch
Temp-86,North,North-3,Swat,34.87236,72.41159,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-87,North,North-3,Swat,34.91413,72.41124,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-88,North,North-3,Swat,34.916176,72.394699,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-89,North,North-3,Swat,34.93338,72.405276,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-90,North,North-3,Swat,34.9518,72.436,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-91,North,North-3,Swat,35.07043,72.4688,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-92,North,North-3,Swat,35.1364,72.39378,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-93,North,North-3,Swat,34.980536,72.326633,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-94,North,North-3,Swat,34.9993,72.3659,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-95,North,North-3,Swat,35.0202,72.3311,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-96,North,North-3,Swat,35.07155,72.32199,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-97,North,North-3,Swat,35.11368,72.32642,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-98,North,North-3,Swat,35.06247,72.25298,Sharing,Rural,Prime,0,,Batch-Special
Temp-99,North,North-3,Swat,34.6807,72.12238,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-100,North,North-3,Swat,34.74184,72.1752,New Construction,Rural,Dark site,0,,Batch-Special
Temp-101,North,North-3,Swat,34.65061,72.15107,New Construction,Rural,Poor Grid,0,,Batch-Special
Temp-102,North,North-3,Upper Dir,35.0748,72.163,Sharing,Rural,Prime,0,,Batch-Special
Temp-104,North,North-3,Upper Dir,34.918009,72.08544,New Construction,Rural,Bad Grid,0,,Batch-Special
Temp-105,North,North-3,Upper Dir,35.0761,72.116,Sharing,Rural,Prime,0,,Batch-Special
Temp-107,North,North-3,Upper Dir,34.9395,72.1361,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-108,North,North-3,Upper Dir,35.146,71.7207,New Construction,Rural,Poor Grid,0,,Batch-Special
Temp-109,North,North-3,Upper Dir,35.0592,71.704,New Construction,Rural,Poor Grid,0,,Batch-Special
Temp-110,North,North-3,Upper Dir,35.0692,71.6694,New Construction,Rural,Poor Grid,0,,Batch-Special
Temp-113,North,North-3,Upper Dir,35.0681,71.7775,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-114,North,North-3,Upper Dir,35.0743,71.7355,New Construction,Rural,Poor Grid,0,,Batch-Special
Temp-116,North,North-3,Upper Dir,35.0824,72.0177,New Construction,Rural,Poor Grid,0,,Batch-Special
Temp-117,North,North-3,Upper Dir,35.33231,72.06471,Sharing,Rural,Prime,0,,Batch-Special
Temp-118,North,North-3,Upper Dir,35.3303,72.0928,Sharing,Rural,Prime,0,,Batch-Special
Temp-121,North,North-3,Upper Dir,35.4262,72.2309,Sharing,Rural,Prime,0,,Batch-Special
Temp-122,North,North-3,Upper Dir,35.4428,72.2853,Sharing,Rural,Prime,0,,Batch-Special
Temp-123,North,North-3,Upper Dir,35.4683,72.2479,Sharing,Rural,Prime,0,,Batch-Special
Temp-124,North,North-3,Upper Dir,35.04321,71.9672,Sharing,Rural,Poor Grid,0,,Batch-Special
Temp-126,North,North-3,Upper Dir,35.0281,71.9325,Sharing,Rural,Poor Grid,0,,Batch-Special
Temp-130,North,North-3,Upper Dir,35.2297,71.9992,Sharing,Rural,Prime,0,,Batch-Special
Temp-132,North,North-3,Upper Dir,35.2923,71.8564,Sharing,Rural,Prime,0,,Batch-Special
Temp-133,North,North-3,Upper Dir,35.3083,71.8482,New Construction,Rural,Prime,0,,Batch-Special
Temp-135,North,North-3,Upper Dir,35.1614,72.0855,New Construction,Rural,Bad Grid,0,,Batch-Special
Temp-136,North,North-3,Upper Dir,35.1953,72.1081,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-141,North,North-3,Upper Dir,35.2595,71.9494,Sharing,Rural,Prime,0,,Batch-Special
Temp-142,South,South-4,Khairpur,27.3746,68.4231,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-146,South,South-4,Khairpur,27.1313,68.5336,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-147,South,South-4,Khairpur,27.1467,68.5644,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-148,South,South-4,Khairpur,27.1882,68.5544,Sharing,Rural,Bad Grid,Planned Fiber POP,,Batch-Special
Temp-157,South,South-4,Khairpur,27.2232,68.5655,Sharing,Rural,Bad Grid,Planned Fiber POP,,Batch-Special
Temp-162,South,South-4,Khairpur,27.1093,68.6296,Sharing,Rural,Poor Grid,0,,Batch-Special
Temp-163,South,South-4,Khairpur,27.419,68.4348,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-169,South,South-4,Khairpur,27.02545,68.58521,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-171,South,South-4,Khairpur,27.0514,68.5933,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-181,South,South-4,Khairpur,27.26786,68.44376,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-184,South,South-4,Khairpur,27.3019,68.4167,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-186,South,South-2,Shaheed Benazirabad,26.1005,68.1512,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-189,South,South-2,Shaheed Benazirabad,26.34822,68.27768,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-190,South,South-2,Shaheed Benazirabad,26.3467,68.41493,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-193,South,South-2,Shaheed Benazirabad,26.2979,68.4319,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-194,South,South-2,Shaheed Benazirabad,26.245,68.2677,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-196,South,South-2,Shaheed Benazirabad,26.20412,68.24624,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-197,South,South-2,Shaheed Benazirabad,26.245325,68.220848,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-202,South,South-2,Shaheed Benazirabad,26.17516,68.28946,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-203,South,South-2,Shaheed Benazirabad,26.31129,67.96387,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-204,South,South-2,Shaheed Benazirabad,26.22224,68.07351,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-205,South,South-2,Shaheed Benazirabad,26.4285,68.1399,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-206,South,South-2,Shaheed Benazirabad,26.4048,68.2349,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-211,South,South-2,Shaheed Benazirabad,26.18611,68.20846,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-213,South,South-2,Shaheed Benazirabad,26.2526,68.1489,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-215,South,South-2,Shaheed Benazirabad,26.1981,68.3073,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-216,South,South-2,Shaheed Benazirabad,26.2697,68.5271,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-223,South,South-2,Shaheed Benazirabad,26.14698,68.13645,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-224,South,South-2,Shaheed Benazirabad,26.08381,68.265925,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-228,South,South-2,Shaheed Benazirabad,26.37147,68.1279,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-229,South,South-2,Shaheed Benazirabad,26.34018,68.16201,Sharing,Rural,Bad Grid,Fiber POP,,Batch-Special
Temp-230,South,South-2,Shaheed Benazirabad,26.3471,68.0706,Sharing,Rural,Bad Grid,0,Yes,Batch-Special
Temp-231,South,South-2,Shaheed Benazirabad,26.12235,68.280192,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-233,South,South-2,Shaheed Benazirabad,26.22327,68.61726,Sharing,Rural,Poor Grid,0,,Batch-Special
Temp-234,South,South-2,Shaheed Benazirabad,26.18729,68.58377,Sharing,Rural,Bad Grid,Fiber POP,,Batch-Special
Temp-235,South,South-2,Shaheed Benazirabad,26.2002,68.5542,Sharing,Rural,Bad Grid,Fiber POP,,Batch-Special
Temp-236,South,South-2,Shaheed Benazirabad,26.212,68.5182,Sharing,Rural,Bad Grid,0,,Batch-Special
Temp-238,Central,Central-5,Mandi Bahauddin,32.5828,73.4693,Sharing,Suburban,Good Grid,0,,Batch-Special
Temp-239,Central,Central-5,Mandi Bahauddin,32.5838,73.49416,New Construction,Urban,Good Grid,0,,Batch-Special
Temp-240,Central,Central-5,Mandi Bahauddin,32.57618,73.47133,New Construction,Suburban,Good Grid,0,,Batch-Special
Temp-241,Central,Central-5,Mandi Bahauddin,32.59724,73.49911,Sharing,Suburban,Good Grid,0,,Batch-Special
Temp-242,Central,Central-5,Mandi Bahauddin,32.61001,73.50008,New Construction,Suburban,Good Grid,0,,Batch-Special
Temp-243,Central,Central-5,Mandi Bahauddin,32.686,73.5522,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-244,Central,Central-5,Mandi Bahauddin,32.65462,73.622758,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-246,Central,Central-5,Mandi Bahauddin,32.589229,73.491903,New Construction,Urban,Good Grid,0,,Batch-Special
Temp-247,Central,Central-5,Mandi Bahauddin,32.551361,73.4886,New Construction,Rural,Good Grid,0,Yes,Batch-Special
Temp-250,Central,Central-5,Mandi Bahauddin,32.648213,73.560442,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-253,Central,Central-5,Mandi Bahauddin,32.5429,73.4779,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-254,Central,Central-5,Mandi Bahauddin,32.4245,73.5903,New Construction,Rural,Poor Grid,Fiber POP,,Batch-Special
Temp-255,Central,Central-5,Mandi Bahauddin,32.4359,73.5867,Sharing,Rural,Poor Grid,Fiber POP,,Batch-Special
Temp-256,Central,Central-5,Mandi Bahauddin,32.42576,73.57606,Sharing,Rural,Poor Grid,Fiber POP,,Batch-Special
Temp-257,Central,Central-5,Mandi Bahauddin,32.560931,73.590938,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-258,Central,Central-5,Mandi Bahauddin,32.5719,73.6119,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-259,Central,Central-5,Mandi Bahauddin,32.50597,73.57325,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-260,Central,Central-5,Mandi Bahauddin,32.531799,73.414737,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-261,Central,Central-5,Mandi Bahauddin,32.477248,73.37768,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-262,Central,Central-5,Mandi Bahauddin,32.4374,73.3624,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-265,Central,Central-5,Mandi Bahauddin,32.44601,73.32725,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-267,Central,Central-5,Mandi Bahauddin,32.50777,73.23117,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-268,Central,Central-5,Mandi Bahauddin,32.4926,73.2383,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-269,Central,Central-5,Mandi Bahauddin,32.55917,73.404414,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-271,Central,Central-5,Mandi Bahauddin,32.475795,73.27737,New Construction,Rural,Good Grid,0,Yes,Batch-Special
Temp-273,Central,Central-5,Mandi Bahauddin,32.3355,73.2614,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-274,Central,Central-5,Mandi Bahauddin,32.36353,73.25263,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-277,Central,Central-5,Mandi Bahauddin,32.33638,73.20322,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-278,Central,Central-5,Mandi Bahauddin,32.39647,73.24614,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-279,Central,Central-5,Mandi Bahauddin,32.443,73.231,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-280,Central,Central-5,Mandi Bahauddin,32.4226,73.3366,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-282,Central,Central-2,Jhang,31.0547,72.0714,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-283,Central,Central-2,Jhang,31.12061,72.09077,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-288,Central,Central-2,Jhang,30.75721,71.79452,Sharing,Rural,Poor Grid,Fiber POP,Yes,Batch-Special
Temp-290,Central,Central-2,Jhang,30.68328,71.76879,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-291,Central,Central-2,Jhang,31.11322,72.35442,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-293,Central,Central-2,Jhang,31.3091,72.18819,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-294,Central,Central-2,Jhang,31.272194,72.159639,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-295,Central,Central-2,Jhang,31.611944,72.207083,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-296,Central,Central-2,Jhang,31.551028,72.23225,Sharing,Suburban,Good Grid,Fiber POP,,Batch-Special
Temp-298,Central,Central-2,Jhang,31.34863,72.13962,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-299,Central,Central-2,Jhang,31.390139,72.137694,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-301,Central,Central-2,Jhang,31.486981,72.200325,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-302,Central,Central-2,Jhang,31.581507,72.167527,New Construction,Suburban,Good Grid,Fiber POP,,Batch-Special
Temp-303,Central,Central-2,Jhang,31.5211,72.261,Sharing,Suburban,Good Grid,Fiber POP,,Batch-Special
Temp-306,Central,Central-2,Jhang,31.4601,72.2588,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-307,Central,Central-2,Jhang,31.39175,72.51789,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-308,Central,Central-2,Jhang,31.328892,72.474894,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-310,Central,Central-2,Jhang,31.297694,72.532306,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-311,Central,Central-2,Jhang,31.254037,72.485936,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-312,Central,Central-2,Jhang,31.25436,72.425187,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-313,Central,Central-2,Jhang,31.204283,72.407371,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-316,Central,Central-2,Jhang,31.39512,72.63203,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-317,Central,Central-2,Jhang,31.36639,72.68991,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-318,Central,Central-2,Jhang,31.369788,72.638885,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-319,Central,Central-2,Jhang,30.820304,72.141793,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-322,Central,Central-2,Jhang,31.066319,72.318661,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-324,Central,Central-2,Jhang,31.04592,72.37798,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-325,Central,Central-2,Jhang,31.35395,72.54285,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-326,Central,Central-2,Jhang,31.3094,72.6171,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-327,Central,Central-2,Jhang,31.39279,72.57708,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-328,Central,Central-2,Jhang,31.013583,72.307389,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-329,Central,Central-2,Jhang,30.964739,72.317222,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-331,Central,Central-2,Jhang,31.581139,72.425472,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-334,Central,Central-3,Muzaffargarh,30.44801,71.10661,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-335,Central,Central-3,Muzaffargarh,30.5801,71.1585,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-336,Central,Central-3,Muzaffargarh,30.580694,71.185,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-337,Central,Central-3,Muzaffargarh,30.32808,70.84651,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-338,Central,Central-3,Muzaffargarh,30.4712,70.931,Sharing,Suburban,Good Grid,0,,Batch-Special
Temp-339,Central,Central-3,Muzaffargarh,30.25361,70.99488,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-341,Central,Central-3,Muzaffargarh,30.41046,71.09072,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-342,Central,Central-3,Muzaffargarh,30.62627,70.91578,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-344,Central,Central-3,Muzaffargarh,30.31729,71.01835,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-345,Central,Central-3,Muzaffargarh,30.38972,70.86134,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-346,Central,Central-3,Muzaffargarh,30.5899,71.0062,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-347,Central,Central-3,Muzaffargarh,30.44383,70.88929,Sharing,Suburban,Good Grid,0,,Batch-Special
Temp-348,Central,Central-3,Muzaffargarh,30.3352,70.8971,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-351,Central,Central-3,Muzaffargarh,29.5461,70.9336,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-353,Central,Central-3,Muzaffargarh,29.3445,70.852,Sharing,Rural,Good Grid,Fiber POP,Yes,Batch-Special
Temp-354,Central,Central-3,Muzaffargarh,29.8684,70.938,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-355,Central,Central-3,Muzaffargarh,29.86,71.0205,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-356,Central,Central-3,Muzaffargarh,29.8167,70.9724,Sharing,Rural,Poor Grid,0,Yes,Batch-Special
Temp-357,Central,Central-3,Muzaffargarh,29.7263,70.8079,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-359,Central,Central-3,Muzaffargarh,29.85018,70.89211,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-360,Central,Central-3,Muzaffargarh,29.7024,71.1779,Sharing,Suburban,Poor Grid,0,,Batch-Special
Temp-362,Central,Central-3,Muzaffargarh,29.7335,71.1374,Sharing,Suburban,Poor Grid,0,,Batch-Special
Temp-363,Central,Central-3,Muzaffargarh,29.7505,70.8202,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-364,Central,Central-3,Muzaffargarh,29.8768,71.0446,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-365,Central,Central-3,Muzaffargarh,29.8819,70.9809,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-367,Central,Central-3,Muzaffargarh,29.27568,70.88561,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-368,Central,Central-3,Muzaffargarh,29.8034,70.8473,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-369,Central,Central-3,Muzaffargarh,29.7909,70.9956,Sharing,Rural,Poor Grid,0,Yes,Batch-Special
Temp-370,Central,Central-3,Muzaffargarh,29.86746,70.87484,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-372,Central,Central-3,Muzaffargarh,30.2539,71.0572,Sharing,Rural,Good Grid,0,Yes,Batch-Special
Temp-374,Central,Central-3,Muzaffargarh,29.3483,70.7814,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-376,Central,Central-4,Fort Abbas,29.295278,73.01569,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-377,Central,Central-4,Fort Abbas,29.300899,73.06493,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-378,Central,Central-4,Fort Abbas,29.33109,72.99695,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-379,Central,Central-4,Fort Abbas,29.31647,72.95813,New Construction,Suburban,Good Grid,0,,Batch-Special
Temp-380,Central,Central-4,Fort Abbas,29.30343,73.0866,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-381,Central,Central-4,Fort Abbas,29.32211,72.93791,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-382,Central,Central-4,Fort Abbas,29.32348,72.89724,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-383,Central,Central-4,Fort Abbas,29.32997,73.06184,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-384,Central,Central-4,Fort Abbas,29.35188,73.0689,Sharing,Rural,Good Grid,0,,Batch-Special
Temp-385,Central,Central-4,Fort Abbas,29.391963,72.9824,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-386,Central,Central-4,Fort Abbas,29.39966,73.038619,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-388,Central,Central-4,Fort Abbas,29.38023,73.02149,New Construction,Rural,Good Grid,0,,Batch-Special
Temp-389,Central,Central-4,Fort Abbas,29.191225,72.843036,New Construction,Suburban,Good Grid,0,,Batch-Special
Temp-390,Central,Central-4,Fort Abbas,29.19669,72.85118,New Construction,Suburban,Good Grid,0,,Batch-Special
Temp-393,Central,Central-4,Fort Abbas,29.211191,72.84252,New Construction,Suburban,Good Grid,0,,Batch-Special
53653,North,N2,Peshawar,34.0315,71.5879,New Construction,Dense Urban,Bad Grid,0,,Batch-1
53722,North,N3,Abbottabad,34.203987,73.243249,New Construction,Suburban,Good Grid,0,,Batch-1
53701,North,N3,Abbottabad,34.162933,73.24979,New Construction,Suburban,Good Grid,0,,Batch-1
53702,North,N3,Abbottabad,34.155275,73.239475,New Construction,Suburban,Good Grid,0,,Batch-1
53734,North,N1,Attock,33.767138,72.358345,New Construction,Suburban,Good Grid,0,,Batch-1
51800,North,N2,Peshawar,34.00983,71.53777,New Construction,Urban,Good Grid,FTTS ,,Batch-1
53708,North,N3,Haripur,33.932461,72.852597,New Construction,Rural,Good Grid,0,,Batch-1
53728,North,N1,Islamabad,33.665459,73.081624,New Construction,Urban,Good Grid,Fiber POP,,Batch-1
53720,North,N2,Nowshehra,33.972644,72.181762,New Construction,Rural,Good Grid,0,,Batch-1
53707,North,N3,Mardan,34.211847,72.029644,New Construction,Suburban,Bad Grid,0,,Batch-1
53724,North,N3,Mardan,34.142443,72.089187,New Construction,Rural,Good Grid,0,,Batch-1
53698,North,N2,Peshawar,34.052398,71.517645,New Construction,Suburban,Bad Grid,0,,Batch-1
53695,North,N2,Peshawar,34.01812,71.685402,New Construction,Suburban,Bad Grid,0,,Batch-1
53709,North,N1,Jhika Gali,33.9148,73.421,New Construction,Suburban,Good Grid,0,,Batch-1
53738,North,N2,Nowshera,33.997131,71.982914,New Construction,Suburban,Bad Grid,0,,Batch-1
52778,North,N1,Islamabad,33.682507,72.960335,Sharing,Urban,Good Grid,0,,Batch-1
53691,North,N1,Rawalpindi,33.6024,73.051,Sharing,Urban,Good Grid,FTTS ,,Batch-1
53679,North,N1,Rawalpindi,33.657377,73.07954,New Construction,Urban,Good Grid,Fiber POP,,Batch-1
53664,North,N1,Rawalpindi,33.654,73.0925,Sharing,Urban,Good Grid,FTTS ,,Batch-1
53712,North,N1,Rawalpindi,33.6392,73.0846,New Construction,Dense Urban,Good Grid,0,,Batch-1
53684,North,N1,Rawalpindi,33.594709,73.104818,New Construction,Urban,Good Grid,0,,Batch-1
50777,North,N3,Abbottabad,34.210255,73.244672,New Construction,Suburban,Good Grid,0,,Batch-1
50965,North,N3,Abbottabad,34.17273,73.200332,New Construction,Suburban,Good Grid,Planned Fiber POP,,Batch-1
51146,North,N3,Abbottabad,34.164006,73.22379,New Construction,Suburban,Good Grid,0,,Batch-1
50695,North,N2,Peshawar,33.997493,71.483639,New Construction,Urban,Good Grid,FTTS ,,Batch-1
51551,North,N3,Abbottabad,34.17073,73.2286,New Construction,Suburban,Good Grid,Fiber POP,,Batch-1
52041,North,N3,Abbottabad,34.196238,73.239758,New Construction,Suburban,Good Grid,Fiber POP,,Batch-1
53277,North,N1,Attock,33.792321,72.35583,New Construction,Suburban,Good Grid,0,,Batch-1
53581,North,N2,Charsadda,34.151006,71.731618,Sharing,Rural,Poor Grid,0,Yes,Batch-1
52690,North,N1,Fateh Jang_Rural,33.55834,72.83812,New Construction,Urban,0,0,,Batch-1
52691,North,N1,Fateh Jang_Rural,33.55901,72.8244,New Construction,Rural,Bad Grid,0,,Batch-1
52583,North,N3,Haripur_Rural,33.994265,72.865317,New Construction,Rural,Bad Grid,0,,Batch-1
53384,North,N3,Haripur_Rural,33.967804,72.891393,New Construction,Rural,Poor Grid,Fiber POP,,Batch-1
53237,North,N3,Havelian,34.034827,73.116337,New Construction,Rural,Good Grid,Fiber POP,,Batch-1
53376,North,N3,Havelian,34.063054,73.162761,New Construction,Rural,Good Grid,0,,Batch-1
52012,North,N1,Islamabad,33.701083,72.974984,New Construction,Urban,Good Grid,FTTS ,,Batch-1
53156,North,N1,Islamabad,33.62393,72.966013,New Construction,Urban,Good Grid,FTTS ,,Batch-1
53192,North,N1,Islamabad,33.6382,73.0175,Sharing,Urban,Good Grid,0,,Batch-1
53584,North,N2,Pabbi,34.0087,71.8048,New Construction,Rural,Good Grid,0,,Batch-1
52024,North,N1,Islamabad,33.659451,72.994485,Sharing,Urban,Good Grid,FTTS ,,Batch-1
53219,North,N1,Islamabad,33.712627,73.080853,New Construction,Urban,Good Grid,Fiber POP,,Batch-1
52135,North,N1,Islamabad_Rural,33.651629,73.241184,New Construction,Suburban,Good Grid,0,,Batch-1
53322,North,N1,Islamabad_Rural,33.722887,72.99445,New Construction,Urban,Good Grid,FTTS,,Batch-1
53294,North,N1,Kamra,33.85396,72.406378,New Construction,Suburban,Good Grid,0,,Batch-1
53412,North,N2,Kohat_Rural,33.599625,71.308556,New Construction,Rural,Good Grid,0,,Batch-1
53763,North,N1,Rawalpindi,33.59122,73.00919,Sharing,Urban,Good Grid,FTTS,,Batch-1
53689,North,N1,Rawalpindi,33.64,73.05,Sharing,Urban,Good Grid,0,,Batch-1
53391,North,N3,Mansehra,34.32727,73.21025,New Construction,Suburban,Good Grid,Fiber POP,,Batch-1
51940,North,N3,Mansehra,34.325741,73.187397,New Construction,Suburban,Good Grid,Fiber POP,,Batch-1
53140,North,N3,Mansehra,34.312609,73.200383,New Construction,Rural,Good Grid,0,,Batch-1
52616,North,N3,Mansehra_Rural,34.453576,73.253272,New Construction,Rural,Good Grid,0,,Batch-1
51068,North,N3,mardan,34.202879,72.052733,New Construction,Suburban,Good Grid,0,,Batch-1
52742,North,N3,mardan,34.143552,72.039045,New Construction,Rural,Good Grid,0,,Batch-1
53752,North,N3,Mardan,34.194613,72.061705,New Construction,Suburban,Poor Grid,0,,Batch-1
53453,North,N3,Mardan_Rural,34.202055,72.165201,New Construction,Rural,Good Grid,0,,Batch-1
52178,North,N1,Murree,33.913775,73.403804,New Construction,Suburban,Good Grid,0,,Batch-1
52923,North,N1,Murree,33.900059,73.404961,Sharing,Rural,Good Grid,0,Yes,Batch-1
53143,North,N1,Murree,33.89798,73.385864,New Construction,Suburban,Good Grid,Fiber POP,,Batch-1
51550,North,N3,Abbottabad,34.19,73.23,Sharing,Suburban,Good Grid,0,,Batch-1
53448,North,N2,Pabbi_Rural,33.8231,71.8886,Sharing,Rural,Good Grid,0,,Batch-1
52726,North,N2,Peshawar,34.000026,71.57591,New Construction,Dense Urban,Good Grid,FTTS ,,Batch-1
53177,North,N2,Peshawar,33.997631,71.569182,New Construction,Dense Urban,Good Grid,FTTS ,,Batch-1
53783,North,N2,Peshawar,33.9541,71.4403,New Construction,Urban,Good Grid,FTTS ,,Batch-1
53764,North,N1,Rawalpindi,33.58605,73.11166,Sharing,Urban,Good Grid,0,,Batch-1
